RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch,Weight_kg_base
71,Alc+Str,female,83,33,17,0.264,EtOH,start,120,124,Model,5,0.084
72,Str,female,83,33,17,0.231,EtOH,start,121,123,Model,5,0.067
74,Str,female,83,33,17,0.24,EtOH,start,123,123,Model,5,0.059
75,Ctrl,female,83,33,17,0.245,EtOH,start,127,121,Model,5,0.09
76,Alc,female,83,33,17,0.296,EtOH,start,120,123,Model,5,0.1
77,Alc,female,83,33,17,0.22,EtOH,start,120,120,Model,5,0.134
78,Alc+Str,male,83,33,17,0.228,EtOH,start,118,122,Model,5,0.052
79,Str,male,83,33,17,0.33,EtOH,start,123,121,Model,5,0.163
81,Alc+Str,male,83,33,17,0.412,EtOH,start,119,123,Model,5,0.186
83,Str,male,83,33,17,0.35,EtOH,start,122,122,Model,5,0.176
84,Ctrl,male,83,33,17,0.34,EtOH,start,121,122,Model,5,0.174
85,Alc,male,83,33,17,0.269,EtOH,start,119,120,Model,5,0.085
86,Ctrl,male,83,33,17,0.39,EtOH,start,119,123,Model,5,0.204
87,Ctrl,male,83,33,17,0.358,EtOH,start,123,122,Model,5,0.185
68,Alc+Str,female,83,33,17,0.212,EtOH,30_mins,122,120,Model,5,0.076
69,Alc,female,83,33,17,0.263,EtOH,30_mins,119,120,Model,5,0.085
70,Ctrl,female,83,33,17,0.284,EtOH,30_mins,122,120,Model,5,0.104
71,Alc+Str,female,83,33,17,0.264,EtOH,30_mins,120,122,Model,5,0.084
72,Str,female,83,33,17,0.231,EtOH,30_mins,120,121,Model,5,0.067
74,Str,female,83,33,17,0.24,EtOH,30_mins,122,122,Model,5,0.059
75,Ctrl,female,83,33,17,0.245,EtOH,30_mins,124,117,Model,5,0.09
76,Alc,female,83,33,17,0.296,EtOH,30_mins,117,122,Model,5,0.1
77,Alc,female,83,33,17,0.22,EtOH,30_mins,118,120,Model,5,0.134
78,Alc+Str,male,83,33,17,0.228,EtOH,30_mins,118,122,Model,5,0.052
79,Str,male,83,33,17,0.33,EtOH,30_mins,122,120,Model,5,0.163
81,Alc+Str,male,83,33,17,0.412,EtOH,30_mins,117,122,Model,5,0.186
83,Str,male,83,33,17,0.35,EtOH,30_mins,117,121,Model,5,0.176
84,Ctrl,male,83,33,17,0.34,EtOH,30_mins,121,119,Model,5,0.174
85,Alc,male,83,33,17,0.269,EtOH,30_mins,119,119,Model,5,0.085
86,Ctrl,male,83,33,17,0.39,EtOH,30_mins,118,118,Model,5,0.204
87,Ctrl,male,83,33,17,0.358,EtOH,30_mins,122,119,Model,5,0.185
68,Alc+Str,female,83,34,17,0.212,EtOH,24_hrs,103,118,Model,5,0.076
69,Alc,female,83,34,17,0.263,EtOH,24_hrs,119,89,Model,5,0.085
70,Ctrl,female,83,34,17,0.284,EtOH,24_hrs,122,76,Model,5,0.104
71,Alc+Str,female,83,34,17,0.264,EtOH,24_hrs,118,84,Model,5,0.084
72,Str,female,83,34,17,0.231,EtOH,24_hrs,116,92,Model,5,0.067
74,Str,female,83,34,17,0.24,EtOH,24_hrs,105,113,Model,5,0.059
75,Ctrl,female,83,34,17,0.245,EtOH,24_hrs,117,95,Model,5,0.09
76,Alc,female,83,34,17,0.296,EtOH,24_hrs,107,94,Model,5,0.1
77,Alc,female,83,34,17,0.22,EtOH,24_hrs,117,86,Model,5,0.134
78,Alc+Str,male,83,34,17,0.228,EtOH,24_hrs,114,91,Model,5,0.052
79,Str,male,83,34,17,0.33,EtOH,24_hrs,114,93,Model,5,0.163
81,Alc+Str,male,83,34,17,0.412,EtOH,24_hrs,109,89,Model,5,0.186
83,Str,male,83,34,17,0.35,EtOH,24_hrs,82,118,Model,5,0.176
84,Ctrl,male,83,34,17,0.34,EtOH,24_hrs,78,106,Model,5,0.174
85,Alc,male,83,34,17,0.269,EtOH,24_hrs,113,93,Model,5,0.085
86,Ctrl,male,83,34,17,0.39,EtOH,24_hrs,115,82,Model,5,0.204
87,Ctrl,male,83,34,17,0.358,EtOH,24_hrs,97,101,Model,5,0.185
68,Alc+Str,female,84,34,17,0.21,H2O,start,123,123,Model,5,0.074
69,Alc,female,84,34,17,0.267,H2O,start,122,124,Model,5,0.089
70,Ctrl,female,84,34,17,0.292,H2O,start,124,123,Model,5,0.112
71,Alc+Str,female,84,34,17,0.265,H2O,start,125,123,Model,5,0.085
72,Str,female,84,34,17,0.229,H2O,start,125,125,Model,5,0.065
74,Str,female,84,34,17,0.255,H2O,start,126,122,Model,5,0.074
75,Ctrl,female,84,34,17,0.247,H2O,start,124,123,Model,5,0.092
76,Alc,female,84,34,17,0.307,H2O,start,122,122,Model,5,0.111
77,Alc,female,84,34,17,0.228,H2O,start,123,122,Model,5,0.142
78,Alc+Str,male,84,34,17,0.324,H2O,start,123,123,Model,5,0.148
79,Str,male,84,34,17,0.334,H2O,start,124,123,Model,5,0.167
81,Alc+Str,male,84,34,17,0.407,H2O,start,123,121,Model,5,0.181
83,Str,male,84,34,17,0.351,H2O,start,125,123,Model,5,0.177
84,Ctrl,male,84,34,17,0.339,H2O,start,122,121,Model,5,0.173
85,Alc,male,84,34,17,0.262,H2O,start,125,124,Model,5,0.078
86,Ctrl,male,84,34,17,0.388,H2O,start,122,124,Model,5,0.202
87,Ctrl,male,84,34,17,0.359,H2O,start,122,124,Model,5,0.186
68,Alc+Str,female,84,35,17,0.21,H2O,24_hrs,95,122,Model,5,0.074
69,Alc,female,84,35,17,0.267,H2O,24_hrs,104,113,Model,5,0.089
70,Ctrl,female,84,35,17,0.292,H2O,24_hrs,103,92,Model,5,0.112
71,Alc+Str,female,84,35,17,0.265,H2O,24_hrs,84,120,Model,5,0.085
72,Str,female,84,35,17,0.229,H2O,24_hrs,100,120,Model,5,0.065
74,Str,female,84,35,17,0.255,H2O,24_hrs,101,113,Model,5,0.074
75,Ctrl,female,84,35,17,0.247,H2O,24_hrs,92,116,Model,5,0.092
76,Alc,female,84,35,17,0.307,H2O,24_hrs,64,122,Model,5,0.111
77,Alc,female,84,35,17,0.228,H2O,24_hrs,114,92,Model,5,0.142
78,Alc+Str,male,84,35,17,0.324,H2O,24_hrs,93,121,Model,5,0.148
79,Str,male,84,35,17,0.334,H2O,24_hrs,105,108,Model,5,0.167
81,Alc+Str,male,84,35,17,0.407,H2O,24_hrs,87,113,Model,5,0.181
83,Str,male,84,35,17,0.351,H2O,24_hrs,106,91,Model,5,0.177
84,Ctrl,male,84,35,17,0.339,H2O,24_hrs,116,73,Model,5,0.173
85,Alc,male,84,35,17,0.262,H2O,24_hrs,99,90,Model,5,0.078
86,Ctrl,male,84,35,17,0.388,H2O,24_hrs,114,84,Model,5,0.202
87,Ctrl,male,84,35,17,0.359,H2O,24_hrs,118,82,Model,5,0.186
68,Alc+Str,female,86,35,18,0.219,EtOH,start,113,120,Model,5,0.083
69,Alc,female,86,35,18,0.264,EtOH,start,121,123,Model,5,0.086
70,Ctrl,female,86,35,18,0.278,EtOH,start,126,124,Model,5,0.098
71,Alc+Str,female,86,35,18,0.265,EtOH,start,121,122,Model,5,0.085
72,Str,female,86,35,18,0.225,EtOH,start,123,123,Model,5,0.061
74,Str,female,86,35,18,0.253,EtOH,start,121,122,Model,5,0.072
75,Ctrl,female,86,35,18,0.251,EtOH,start,122,122,Model,5,0.096
76,Alc,female,86,35,18,0.299,EtOH,start,121,119,Model,5,0.103
77,Alc,female,86,35,18,0.229,EtOH,start,120,120,Model,5,0.143
78,Alc+Str,male,86,35,18,0.326,EtOH,start,118,120,Model,5,0.15
79,Str,male,86,35,18,0.334,EtOH,start,119,113,Model,5,0.167
81,Alc+Str,male,86,35,18,0.412,EtOH,start,119,117,Model,5,0.186
83,Str,male,86,35,18,0.353,EtOH,start,118,123,Model,5,0.179
84,Ctrl,male,86,35,18,0.347,EtOH,start,122,120,Model,5,0.181
85,Alc,male,86,35,18,0.375,EtOH,start,119,123,Model,5,0.191
86,Ctrl,male,86,35,18,0.4,EtOH,start,117,118,Model,5,0.214
87,Ctrl,male,86,35,18,0.353,EtOH,start,123,119,Model,5,0.18
68,Alc+Str,female,86,35,18,0.219,EtOH,30_mins,110,120,Model,5,0.083
69,Alc,female,86,35,18,0.264,EtOH,30_mins,121,119,Model,5,0.086
70,Ctrl,female,86,35,18,0.278,EtOH,30_mins,125,121,Model,5,0.098
71,Alc+Str,female,86,35,18,0.265,EtOH,30_mins,121,122,Model,5,0.085
72,Str,female,86,35,18,0.225,EtOH,30_mins,123,120,Model,5,0.061
74,Str,female,86,35,18,0.253,EtOH,30_mins,121,119,Model,5,0.072
75,Ctrl,female,86,35,18,0.251,EtOH,30_mins,121,120,Model,5,0.096
76,Alc,female,86,35,18,0.299,EtOH,30_mins,117,117,Model,5,0.103
77,Alc,female,86,35,18,0.229,EtOH,30_mins,118,119,Model,5,0.143
78,Alc+Str,male,86,35,18,0.326,EtOH,30_mins,118,117,Model,5,0.15
79,Str,male,86,35,18,0.334,EtOH,30_mins,120,112,Model,5,0.167
81,Alc+Str,male,86,35,18,0.412,EtOH,30_mins,119,113,Model,5,0.186
83,Str,male,86,35,18,0.353,EtOH,30_mins,118,122,Model,5,0.179
84,Ctrl,male,86,35,18,0.347,EtOH,30_mins,117,121,Model,5,0.181
85,Alc,male,86,35,18,0.375,EtOH,30_mins,118,123,Model,5,0.191
86,Ctrl,male,86,35,18,0.4,EtOH,30_mins,117,128,Model,5,0.214
87,Ctrl,male,86,35,18,0.353,EtOH,30_mins,124,116,Model,5,0.18
68,Alc+Str,female,86,36,18,0.219,EtOH,24_hrs,103,112,Model,5,0.083
69,Alc,female,86,36,18,0.264,EtOH,24_hrs,120,88,Model,5,0.086
70,Ctrl,female,86,36,18,0.278,EtOH,24_hrs,90,108,Model,5,0.098
71,Alc+Str,female,86,36,18,0.265,EtOH,24_hrs,119,87,Model,5,0.085
72,Str,female,86,36,18,0.225,EtOH,24_hrs,121,94,Model,5,0.061
74,Str,female,86,36,18,0.253,EtOH,24_hrs,119,86,Model,5,0.072
75,Ctrl,female,86,36,18,0.251,EtOH,24_hrs,114,94,Model,5,0.096
76,Alc,female,86,36,18,0.299,EtOH,24_hrs,108,84,Model,5,0.103
77,Alc,female,86,36,18,0.229,EtOH,24_hrs,92,117,Model,5,0.143
78,Alc+Str,male,86,36,18,0.326,EtOH,24_hrs,113,90,Model,5,0.15
79,Str,male,86,36,18,0.334,EtOH,24_hrs,91,109,Model,5,0.167
81,Alc+Str,male,86,36,18,0.412,EtOH,24_hrs,105,103,Model,5,0.186
83,Str,male,86,36,18,0.353,EtOH,24_hrs,85,108,Model,5,0.179
84,Ctrl,male,86,36,18,0.347,EtOH,24_hrs,72,118,Model,5,0.181
85,Alc,male,86,36,18,0.375,EtOH,24_hrs,113,88,Model,5,0.191
86,Ctrl,male,86,36,18,0.4,EtOH,24_hrs,111,110,Model,5,0.214
87,Ctrl,male,86,36,18,0.353,EtOH,24_hrs,121,74,Model,5,0.18
68,Alc+Str,female,86,36,18,0.215,H2O,start,124,123,Model,5,0.079
69,Alc,female,86,36,18,0.264,H2O,start,121,121,Model,5,0.086
70,Ctrl,female,86,36,18,0.273,H2O,start,123,123,Model,5,0.093
71,Alc+Str,female,86,36,18,0.264,H2O,start,122,123,Model,5,0.084
72,Str,female,86,36,18,0.227,H2O,start,122,121,Model,5,0.063
74,Str,female,86,36,18,0.257,H2O,start,122,123,Model,5,0.076
75,Ctrl,female,86,36,18,0.25,H2O,start,124,123,Model,5,0.095
76,Alc,female,86,36,18,0.297,H2O,start,124,123,Model,5,0.101
77,Alc,female,86,36,18,0.228,H2O,start,123,125,Model,5,0.142
78,Alc+Str,male,86,36,18,0.323,H2O,start,120,124,Model,5,0.147
79,Str,male,86,36,18,0.332,H2O,start,120,120,Model,5,0.165
81,Alc+Str,male,86,36,18,0.397,H2O,start,121,122,Model,5,0.171
83,Str,male,86,36,18,0.353,H2O,start,122,122,Model,5,0.179
84,Ctrl,male,86,36,18,0.352,H2O,start,124,124,Model,5,0.186
85,Alc,male,86,36,18,0.372,H2O,start,123,124,Model,5,0.188
86,Ctrl,male,86,36,18,0.387,H2O,start,120,122,Model,5,0.201
87,Ctrl,male,86,36,18,0.264,H2O,start,123,123,Model,5,0.091
68,Alc+Str,female,88,37,18,0.215,H2O,48_hrs,103,90,Model,5,0.079
69,Alc,female,88,37,18,0.264,H2O,48_hrs,90,102,Model,5,0.086
70,Ctrl,female,88,37,18,0.273,H2O,48_hrs,42,94,Model,5,0.093
71,Alc+Str,female,88,37,18,0.264,H2O,48_hrs,75,92,Model,5,0.084
72,Str,female,88,37,18,0.227,H2O,48_hrs,114,50,Model,5,0.063
74,Str,female,88,37,18,0.257,H2O,48_hrs,117,73,Model,5,0.076
75,Ctrl,female,88,37,18,0.25,H2O,48_hrs,54,120,Model,5,0.095
76,Alc,female,88,37,18,0.297,H2O,48_hrs,105,32,Model,5,0.101
77,Alc,female,88,37,18,0.228,H2O,48_hrs,109,67,Model,5,0.142
78,Alc+Str,male,88,37,18,0.323,H2O,48_hrs,46,119,Model,5,0.147
79,Str,male,88,37,18,0.332,H2O,48_hrs,72,107,Model,5,0.165
81,Alc+Str,male,88,37,18,0.397,H2O,48_hrs,69,26,Model,5,0.171
83,Str,male,88,37,18,0.353,H2O,48_hrs,98,41,Model,5,0.179
84,Ctrl,male,88,37,18,0.352,H2O,48_hrs,29,122,Model,5,0.186
85,Alc,male,88,37,18,0.372,H2O,48_hrs,32,120,Model,5,0.188
86,Ctrl,male,88,37,18,0.387,H2O,48_hrs,30,112,Model,5,0.201
87,Ctrl,male,88,37,18,0.264,H2O,48_hrs,77,66,Model,5,0.091
68,Alc+Str,female,88,37,19,0.222,EtOH,start,121,117,Model,5,0.086
69,Alc,female,88,37,19,0.264,EtOH,start,120,121,Model,5,0.086
70,Ctrl,female,88,37,19,0.28,EtOH,start,124,117,Model,5,0.1
71,Alc+Str,female,88,37,19,0.277,EtOH,start,121,119,Model,5,0.097
72,Str,female,88,37,19,0.275,EtOH,start,119,124,Model,5,0.111
74,Str,female,88,37,19,0.257,EtOH,start,121,124,Model,5,0.076
75,Ctrl,female,88,37,19,0.26,EtOH,start,122,120,Model,5,0.105
76,Alc,female,88,37,19,0.317,EtOH,start,118,119,Model,5,0.121
77,Alc,female,88,37,19,0.23,EtOH,start,118,116,Model,5,0.144
78,Alc+Str,male,88,37,19,0.337,EtOH,start,120,116,Model,5,0.161
79,Str,male,88,37,19,0.344,EtOH,start,117,122,Model,5,0.177
81,Alc+Str,male,88,37,19,0.418,EtOH,start,119,116,Model,5,0.192
83,Str,male,88,37,19,0.371,EtOH,start,122,121,Model,5,0.197
84,Ctrl,male,88,37,19,0.349,EtOH,start,113,121,Model,5,0.183
85,Alc,male,88,37,19,0.382,EtOH,start,119,120,Model,5,0.198
86,Ctrl,male,88,37,19,0.395,EtOH,start,118,121,Model,5,0.209
87,Ctrl,male,88,37,19,0.369,EtOH,start,122,123,Model,5,0.196
68,Alc+Str,female,88,37,19,0.222,EtOH,30_mins,120,116,Model,5,0.086
69,Alc,female,88,37,19,0.264,EtOH,30_mins,120,121,Model,5,0.086
70,Ctrl,female,88,37,19,0.28,EtOH,30_mins,123,115,Model,5,0.1
71,Alc+Str,female,88,37,19,0.277,EtOH,30_mins,121,116,Model,5,0.097
72,Str,female,88,37,19,0.275,EtOH,30_mins,119,123,Model,5,0.111
74,Str,female,88,37,19,0.257,EtOH,30_mins,122,121,Model,5,0.076
75,Ctrl,female,88,37,19,0.26,EtOH,30_mins,122,118,Model,5,0.105
76,Alc,female,88,37,19,0.317,EtOH,30_mins,118,114,Model,5,0.121
77,Alc,female,88,37,19,0.23,EtOH,30_mins,118,116,Model,5,0.144
78,Alc+Str,male,88,37,19,0.337,EtOH,30_mins,119,113,Model,5,0.161
79,Str,male,88,37,19,0.344,EtOH,30_mins,114,121,Model,5,0.177
81,Alc+Str,male,88,37,19,0.418,EtOH,30_mins,112,119,Model,5,0.192
83,Str,male,88,37,19,0.371,EtOH,30_mins,120,121,Model,5,0.197
84,Ctrl,male,88,37,19,0.349,EtOH,30_mins,110,121,Model,5,0.183
85,Alc,male,88,37,19,0.382,EtOH,30_mins,119,119,Model,5,0.198
86,Ctrl,male,88,37,19,0.395,EtOH,30_mins,118,120,Model,5,0.209
87,Ctrl,male,88,37,19,0.369,EtOH,30_mins,122,119,Model,5,0.196
68,Alc+Str,female,89,38,19,0.222,EtOH,24_hrs,119,91,Model,5,0.086
69,Alc,female,89,38,19,0.264,EtOH,24_hrs,116,108,Model,5,0.086
70,Ctrl,female,89,38,19,0.28,EtOH,24_hrs,120,78,Model,5,0.1
71,Alc+Str,female,89,38,19,0.277,EtOH,24_hrs,98,83,Model,5,0.097
72,Str,female,89,38,19,0.275,EtOH,24_hrs,115,93,Model,5,0.111
74,Str,female,89,38,19,0.257,EtOH,24_hrs,110,111,Model,5,0.076
75,Ctrl,female,89,38,19,0.26,EtOH,24_hrs,121,87,Model,5,0.105
76,Alc,female,89,38,19,0.317,EtOH,24_hrs,107,73,Model,5,0.121
77,Alc,female,89,38,19,0.23,EtOH,24_hrs,105,95,Model,5,0.144
78,Alc+Str,male,89,38,19,0.337,EtOH,24_hrs,119,74,Model,5,0.161
79,Str,male,89,38,19,0.344,EtOH,24_hrs,82,121,Model,5,0.177
81,Alc+Str,male,89,38,19,0.418,EtOH,24_hrs,110,83,Model,5,0.192
83,Str,male,89,38,19,0.371,EtOH,24_hrs,81,119,Model,5,0.197
84,Ctrl,male,89,38,19,0.349,EtOH,24_hrs,90,74,Model,5,0.183
85,Alc,male,89,38,19,0.382,EtOH,24_hrs,114,80,Model,5,0.198
86,Ctrl,male,89,38,19,0.395,EtOH,24_hrs,111,85,Model,5,0.209
87,Ctrl,male,89,38,19,0.369,EtOH,24_hrs,122,70,Model,5,0.196
68,Alc+Str,female,89,38,19,0.227,H2O,start,122,124,Model,5,0.091
69,Alc,female,89,38,19,0.271,H2O,start,124,126,Model,5,0.093
70,Ctrl,female,89,38,19,0.282,H2O,start,124,124,Model,5,0.102
71,Alc+Str,female,89,38,19,0.279,H2O,start,123,124,Model,5,0.099
72,Str,female,89,38,19,0.239,H2O,start,125,124,Model,5,0.075
74,Str,female,89,38,19,0.264,H2O,start,125,125,Model,5,0.083
75,Ctrl,female,89,38,19,0.256,H2O,start,124,125,Model,5,0.101
76,Alc,female,89,38,19,0.313,H2O,start,123,125,Model,5,0.117
77,Alc,female,89,38,19,0.241,H2O,start,123,125,Model,5,0.155
78,Alc+Str,male,89,38,19,0.344,H2O,start,123,124,Model,5,0.168
79,Str,male,89,38,19,0.341,H2O,start,123,125,Model,5,0.174
81,Alc+Str,male,89,38,19,0.421,H2O,start,123,124,Model,5,0.195
83,Str,male,89,38,19,0.375,H2O,start,125,124,Model,5,0.201
84,Ctrl,male,89,38,19,0.357,H2O,start,124,124,Model,5,0.191
85,Alc,male,89,38,19,0.385,H2O,start,124,125,Model,5,0.201
86,Ctrl,male,89,38,19,0.4,H2O,start,124,123,Model,5,0.214
87,Ctrl,male,89,38,19,0.371,H2O,start,125,123,Model,5,0.198
68,Alc+Str,female,90,39,19,0.227,H2O,24_hrs,100,120,Model,5,0.091
69,Alc,female,90,39,19,0.271,H2O,24_hrs,115,92,Model,5,0.093
70,Ctrl,female,90,39,19,0.282,H2O,24_hrs,101,84,Model,5,0.102
71,Alc+Str,female,90,39,19,0.279,H2O,24_hrs,119,86,Model,5,0.099
72,Str,female,90,39,19,0.239,H2O,24_hrs,112,102,Model,5,0.075
74,Str,female,90,39,19,0.264,H2O,24_hrs,108,108,Model,5,0.083
75,Ctrl,female,90,39,19,0.256,H2O,24_hrs,118,90,Model,5,0.101
76,Alc,female,90,39,19,0.313,H2O,24_hrs,87,111,Model,5,0.117
77,Alc,female,90,39,19,0.241,H2O,24_hrs,84,123,Model,5,0.155
78,Alc+Str,male,90,39,19,0.344,H2O,24_hrs,123,91,Model,5,0.168
79,Str,male,90,39,19,0.341,H2O,24_hrs,89,119,Model,5,0.174
81,Alc+Str,male,90,39,19,0.421,H2O,24_hrs,81,114,Model,5,0.195
83,Str,male,90,39,19,0.375,H2O,24_hrs,125,76,Model,5,0.201
84,Ctrl,male,90,39,19,0.357,H2O,24_hrs,99,88,Model,5,0.191
85,Alc,male,90,39,19,0.385,H2O,24_hrs,93,108,Model,5,0.201
86,Ctrl,male,90,39,19,0.4,H2O,24_hrs,94,96,Model,5,0.214
87,Ctrl,male,90,39,19,0.371,H2O,24_hrs,73,121,Model,5,0.198
68,Alc+Str,female,90,39,20,0.228,EtOH,start,121,123,Model,5,0.092
69,Alc,female,90,39,20,0.269,EtOH,start,120,123,Model,5,0.091
70,Ctrl,female,90,39,20,0.285,EtOH,start,123,122,Model,5,0.105
71,Alc+Str,female,90,39,20,0.278,EtOH,start,120,122,Model,5,0.098
72,Str,female,90,39,20,0.23,EtOH,start,122,122,Model,5,0.066
74,Str,female,90,39,20,0.261,EtOH,start,122,121,Model,5,0.08
75,Ctrl,female,90,39,20,0.258,EtOH,start,122,122,Model,5,0.103
76,Alc,female,90,39,20,0.309,EtOH,start,120,121,Model,5,0.113
77,Alc,female,90,39,20,0.241,EtOH,start,122,123,Model,5,0.155
78,Alc+Str,male,90,39,20,0.341,EtOH,start,120,121,Model,5,0.165
79,Str,male,90,39,20,0.338,EtOH,start,121,124,Model,5,0.171
81,Alc+Str,male,90,39,20,0.422,EtOH,start,120,121,Model,5,0.196
83,Str,male,90,39,20,0.379,EtOH,start,123,120,Model,5,0.205
84,Ctrl,male,90,39,20,0.353,EtOH,start,123,127,Model,5,0.187
85,Alc,male,90,39,20,0.387,EtOH,start,120,122,Model,5,0.203
86,Ctrl,male,90,39,20,0.401,EtOH,start,119,122,Model,5,0.215
87,Ctrl,male,90,39,20,0.373,EtOH,start,121,121,Model,5,0.2
68,Alc+Str,female,90,39,20,0.228,EtOH,30_mins,119,122,Model,5,0.092
69,Alc,female,90,39,20,0.269,EtOH,30_mins,119,122,Model,5,0.091
70,Ctrl,female,90,39,20,0.285,EtOH,30_mins,121,115,Model,5,0.105
71,Alc+Str,female,90,39,20,0.278,EtOH,30_mins,120,120,Model,5,0.098
72,Str,female,90,39,20,0.23,EtOH,30_mins,119,121,Model,5,0.066
74,Str,female,90,39,20,0.261,EtOH,30_mins,120,121,Model,5,0.08
75,Ctrl,female,90,39,20,0.258,EtOH,30_mins,120,121,Model,5,0.103
76,Alc,female,90,39,20,0.309,EtOH,30_mins,119,121,Model,5,0.113
77,Alc,female,90,39,20,0.241,EtOH,30_mins,118,121,Model,5,0.155
78,Alc+Str,male,90,39,20,0.341,EtOH,30_mins,118,117,Model,5,0.165
79,Str,male,90,39,20,0.338,EtOH,30_mins,122,122,Model,5,0.171
81,Alc+Str,male,90,39,20,0.422,EtOH,30_mins,117,119,Model,5,0.196
83,Str,male,90,39,20,0.379,EtOH,30_mins,117,119,Model,5,0.205
84,Ctrl,male,90,39,20,0.353,EtOH,30_mins,121,124,Model,5,0.187
85,Alc,male,90,39,20,0.387,EtOH,30_mins,118,119,Model,5,0.203
86,Ctrl,male,90,39,20,0.401,EtOH,30_mins,117,121,Model,5,0.215
87,Ctrl,male,90,39,20,0.373,EtOH,30_mins,119,120,Model,5,0.2
68,Alc+Str,female,90,40,20,0.228,EtOH,24_hrs,114,102,Model,5,0.092
69,Alc,female,90,40,20,0.269,EtOH,24_hrs,117,95,Model,5,0.091
70,Ctrl,female,90,40,20,0.285,EtOH,24_hrs,105,90,Model,5,0.105
71,Alc+Str,female,90,40,20,0.278,EtOH,24_hrs,115,94,Model,5,0.098
72,Str,female,90,40,20,0.23,EtOH,24_hrs,90,122,Model,5,0.066
74,Str,female,90,40,20,0.261,EtOH,24_hrs,97,121,Model,5,0.08
75,Ctrl,female,90,40,20,0.258,EtOH,24_hrs,107,101,Model,5,0.103
76,Alc,female,90,40,20,0.309,EtOH,24_hrs,113,92,Model,5,0.113
77,Alc,female,90,40,20,0.241,EtOH,24_hrs,98,110,Model,5,0.155
78,Alc+Str,male,90,40,20,0.341,EtOH,24_hrs,103,97,Model,5,0.165
79,Str,male,90,40,20,0.338,EtOH,24_hrs,117,89,Model,5,0.171
81,Alc+Str,male,90,40,20,0.422,EtOH,24_hrs,113,81,Model,5,0.196
83,Str,male,90,40,20,0.379,EtOH,24_hrs,79,115,Model,5,0.205
84,Ctrl,male,90,40,20,0.353,EtOH,24_hrs,78,123,Model,5,0.187
85,Alc,male,90,40,20,0.387,EtOH,24_hrs,115,73,Model,5,0.203
87,Ctrl,male,90,40,20,0.373,EtOH,24_hrs,90,109,Model,5,0.187
68,Alc+Str,female,111,1,1,0.25,EtOH,start,120,122,Relapse,5,0.114
69,Alc,female,111,1,1,0.304,EtOH,start,120,122,Relapse,5,0.126
70,Ctrl,female,111,1,1,0.311,EtOH,start,120,119,Relapse,5,0.131
71,Alc+Str,female,111,1,1,0.297,EtOH,start,120,121,Relapse,5,0.117
72,Str,female,111,1,1,0.275,EtOH,start,123,122,Relapse,5,0.111
74,Str,female,111,1,1,0.29,EtOH,start,122,121,Relapse,5,0.109
75,Ctrl,female,111,1,1,0.339,EtOH,start,121,121,Relapse,5,0.184
76,Alc,female,111,1,1,0.26,EtOH,start,119,122,Relapse,5,0.064
77,Alc,female,111,1,1,0.396,EtOH,start,117,123,Relapse,5,0.31
78,Alc+Str,male,111,1,1,0.39,EtOH,start,116,120,Relapse,5,0.214
79,Str,male,111,1,1,0.44,EtOH,start,120,122,Relapse,5,0.273
81,Alc+Str,male,111,1,1,0.436,EtOH,start,112,120,Relapse,5,0.21
83,Str,male,111,1,1,0.402,EtOH,start,122,122,Relapse,5,0.228
84,Ctrl,male,111,1,1,0.426,EtOH,start,122,119,Relapse,5,0.26
85,Alc,male,111,1,1,0.432,EtOH,start,117,122,Relapse,5,0.248
87,Ctrl,male,111,1,1,0.432,EtOH,start,122,121,Relapse,5,0.259
68,Alc+Str,female,111,1,1,0.25,EtOH,30_mins,116,119,Relapse,5,0.114
69,Alc,female,111,1,1,0.304,EtOH,30_mins,116,111,Relapse,5,0.126
70,Ctrl,female,111,1,1,0.311,EtOH,30_mins,117,112,Relapse,5,0.131
71,Alc+Str,female,111,1,1,0.297,EtOH,30_mins,119,119,Relapse,5,0.117
72,Str,female,111,1,1,0.275,EtOH,30_mins,120,120,Relapse,5,0.111
74,Str,female,111,1,1,0.29,EtOH,30_mins,116,119,Relapse,5,0.109
75,Ctrl,female,111,1,1,0.339,EtOH,30_mins,120,116,Relapse,5,0.184
76,Alc,female,111,1,1,0.26,EtOH,30_mins,117,121,Relapse,5,0.064
77,Alc,female,111,1,1,0.396,EtOH,30_mins,116,122,Relapse,5,0.31
78,Alc+Str,male,111,1,1,0.39,EtOH,30_mins,116,116,Relapse,5,0.214
79,Str,male,111,1,1,0.44,EtOH,30_mins,118,121,Relapse,5,0.273
81,Alc+Str,male,111,1,1,0.436,EtOH,30_mins,110,109,Relapse,5,0.21
83,Str,male,111,1,1,0.402,EtOH,30_mins,121,116,Relapse,5,0.228
84,Ctrl,male,111,1,1,0.426,EtOH,30_mins,120,109,Relapse,5,0.26
85,Alc,male,111,1,1,0.432,EtOH,30_mins,115,119,Relapse,5,0.248
87,Ctrl,male,111,1,1,0.432,EtOH,30_mins,121,115,Relapse,5,0.259
68,Alc+Str,female,111,2,1,0.25,EtOH,24_hrs,109,110,Relapse,5,0.114
69,Alc,female,111,2,1,0.304,EtOH,24_hrs,110,83,Relapse,5,0.126
70,Ctrl,female,111,2,1,0.311,EtOH,24_hrs,56,94,Relapse,5,0.131
71,Alc+Str,female,111,2,1,0.297,EtOH,24_hrs,117,76,Relapse,5,0.117
